type,quality,alcohol_z,chlorides_z,citric acid_z,density_z,fixed acidity_z,free sulfur dioxide_z,pH_z,residual sugar_z,sulphates_z,total sulfur dioxide_z,volatile acidity_z,Training
"red",5,-0.877444,0.465607,-0.739911,0.789954,0.759352,-1.406144,-0.149001,-0.756826,-0.094635,-1.785627,2.307853,0.318876
"red",5,-0.877444,0.465607,1.025982,1.171354,1.064637,-1.294357,-0.898519,-0.598682,-0.491544,-1.504403,0.757668,0.568103
"red",5,-0.877444,0.492444,-1.419101,0.321873,-0.309145,-0.791314,0.850356,-0.802009,1.691458,-1.152874,0.936535,0.585389
"red",5,-0.877444,0.492444,-0.196560,0.921710,0.301425,-0.623633,1.100195,-0.666458,0.699184,-0.854073,0.519178,0.642108
"red",6,-0.877444,0.519281,-1.622858,0.755281,0.377746,-0.847207,0.600517,-0.711642,0.037668,-1.539556,1.711628,0.331688
"red",6,-0.877444,0.519281,-0.604073,0.810758,0.530389,-0.400058,-0.086541,-0.621274,0.302275,-0.361932,1.413515,0.723261
"red",6,-0.877444,0.572956,-0.671992,0.626993,-0.767072,-0.511845,1.849713,-0.734234,0.434578,-1.029838,0.519178,0.652142
"red",5,-0.877444,0.572956,-0.536154,1.164419,1.522565,-0.120590,-0.086541,-0.553499,0.236123,0.429010,1.115403,0.550335
"red",6,-0.877444,0.572956,-0.536154,1.310044,0.225104,-1.126676,1.412494,-0.689050,1.625306,-1.521980,1.234648,0.650827
"red",5,-0.877444,0.599793,-0.400317,0.651263,0.530389,0.661921,0.038378,-0.711642,0.037668,0.446586,1.055780,0.660729
"red",6,-0.877444,0.599793,-0.060722,0.748347,-0.232824,-0.511845,1.537414,-0.689050,0.103820,-1.117721,0.399933,0.554656
"red",5,-0.877444,0.599793,0.143035,1.206026,1.980492,0.102985,-0.461300,-0.689050,-0.028483,0.639927,5.348601,0.123615
"red",5,-0.877444,0.626630,-0.739911,0.547245,0.072461,-1.294357,0.662977,-0.689050,-0.425393,-1.398944,0.221065,0.748268
"red",5,-0.877444,0.626630,-0.671992,0.997990,2.133135,-1.182569,-0.586220,-0.711642,0.103820,-1.451674,1.413515,0.561873
"red",6,-0.877444,0.626630,-0.128641,0.824627,0.072461,0.158878,1.162655,-0.756826,0.765336,-0.625579,0.340310,0.416644
"red",5,-0.877444,0.626630,0.210954,1.448735,1.446243,-0.400058,0.975276,-0.598682,0.566881,-0.643156,0.638423,0.174486
"red",5,-0.877444,0.653467,-0.875749,0.581918,0.454067,-0.847207,0.662977,-0.666458,0.037668,-0.168591,1.294270,0.701436
"red",5,-0.877444,0.653467,-0.807830,1.206026,1.522565,-0.847207,0.038378,-0.463131,0.368426,0.007174,1.413515,0.468212
"red",5,-0.877444,0.680304,-0.671992,1.310044,0.835674,-1.126676,0.912816,-0.598682,0.566881,-0.502544,1.294270,0.143289
"red",5,-0.877444,0.680304,0.007197,0.789954,0.530389,-0.735420,-0.149001,-0.711642,0.103820,0.516892,0.876913,0.184083
"red",5,-0.877444,0.680304,0.143035,1.206026,-0.156502,-0.791314,2.037092,-0.530907,0.434578,-0.748615,0.638423,0.046203
"red",5,-0.877444,0.680304,1.365577,1.206026,1.751528,-1.350250,-0.273921,-0.689050,-0.160786,-1.557133,0.161443,0.577584
"red",6,-0.877444,0.707142,-0.400317,0.789954,-0.003860,0.158878,1.100195,-0.734234,0.302275,-0.695885,0.042198,0.240683
"red",5,-0.877444,0.707142,1.161820,1.275372,1.217280,-0.679526,0.475597,-0.508315,0.434578,-0.063132,0.578800,0.130931
"red",5,-0.877444,0.733979,0.075116,0.789954,0.530389,-0.847207,-0.149001,-0.689050,0.103820,0.499316,0.936535,0.189825
"red",6,-0.877444,0.733979,1.569334,1.899480,3.048989,-1.350250,-0.336380,-0.621274,1.162245,-1.785627,1.950118,0.589820
"red",5,-0.877444,0.760816,-1.894534,0.443227,-0.232824,-0.623633,0.787896,-0.802009,1.625306,-1.152874,0.936535,0.361780
"red",7,-0.877444,0.760816,-1.079506,0.789954,0.225104,-1.014888,0.975276,-0.711642,0.566881,-1.398944,1.055780,0.436899
"red",5,-0.877444,0.760816,0.822225,0.887038,1.598886,-1.182569,0.350678,-0.711642,0.103820,-1.627439,0.519178,0.700766
"red",5,-0.877444,0.787653,-2.166210,1.067336,-0.080181,-0.735420,1.474954,-0.259804,0.037668,-1.223179,1.890496,0.395459
"red",5,-0.877444,0.814490,-2.166210,1.147083,-0.080181,-0.735420,1.412494,-0.621274,-0.028483,-1.557133,2.009741,0.325859
"red",5,-0.877444,0.814490,0.143035,1.275372,1.217280,-0.344164,0.225758,-0.530907,0.500729,0.130210,1.055780,0.523301
"red",5,-0.877444,0.841328,-0.604073,0.581918,0.377746,-0.735420,0.600517,-0.666458,-0.359241,-0.326779,1.950118,0.495179
"red",5,-0.877444,0.868165,-1.147425,0.789954,0.835674,-1.126676,0.038378,-0.734234,1.559155,-1.100144,2.218419,0.682380
"red",5,-0.877444,0.895002,-1.487020,1.396726,0.683031,-1.462038,0.850356,-0.395356,-0.293090,-1.785627,2.605966,0.605265
"red",6,-0.877444,0.921839,-1.487020,1.511146,1.522565,-1.014888,0.538057,-0.463131,0.037668,-1.170450,1.950118,0.085212
"red",5,-0.877444,0.948676,0.686387,0.477900,0.377746,-1.238463,0.038378,-0.711642,0.368426,-0.502544,2.576154,0.123911
"red",5,-0.877444,0.975514,-2.166210,0.366948,-0.461787,1.164964,-0.149001,-0.169437,-0.557696,-0.660732,1.711628,0.713683
"red",6,-0.877444,0.975514,-1.419101,1.511146,1.446243,-1.070782,0.538057,-0.508315,0.103820,-1.240756,2.009741,0.641445
"red",6,-0.877444,0.975514,-0.060722,1.258035,1.369922,-0.623633,0.600517,-0.508315,0.633033,-0.291626,0.698045,0.116156
"red",5,-0.877444,0.975514,0.143035,1.830134,1.293601,-0.791314,0.975276,-0.463131,0.500729,-0.045555,1.324082,0.074738
"red",5,-0.877444,1.029188,1.501415,1.934152,2.972668,-0.511845,-0.586220,-0.530907,-0.160786,-0.238897,0.280688,0.322605
"red",5,-0.877444,1.056025,-2.166210,0.405088,0.530389,-1.350250,1.287575,-0.824601,0.302275,-1.785627,1.890496,0.748694
"red",5,-0.877444,1.136537,-1.351182,0.824627,-0.309145,-0.791314,0.350678,-0.282396,0.500729,0.200515,1.711628,0.319744
"red",5,-0.877444,1.163374,1.093901,0.547245,0.454067,-0.903101,-0.211461,-0.756826,0.566881,-0.326779,1.711628,0.671649
"red",5,-0.877444,1.324397,-0.739911,0.720609,0.530389,-1.126676,-0.336380,-0.779417,2.485277,-1.363791,0.519178,0.235728
"red",5,-0.877444,1.351234,-1.147425,0.488302,-0.080181,-0.567739,-0.211461,-0.734234,-0.226938,-0.537697,2.456909,0.726424
"red",5,-0.877444,1.351234,0.822225,1.136681,1.598886,0.214772,-0.523760,-0.666458,4.535976,0.182939,0.280688,0.380117
"red",5,-0.877444,1.485420,-1.487020,0.616591,0.377746,-1.070782,0.225758,-0.666458,-0.226938,-1.627439,3.708982,0.406787
"red",5,-0.877444,1.512257,1.365577,0.824627,1.140959,-1.014888,0.163298,-0.779417,0.302275,-1.363791,-0.315537,0.500982
"red",6,-0.877444,1.539094,-1.351182,0.470966,-0.156502,-0.847207,-0.024081,-0.734234,0.368426,-0.889226,2.397287,0.042612
"red",5,-0.877444,1.565932,-1.554939,0.893972,0.454067,-1.126676,-0.273921,-0.643866,0.566881,-1.275909,0.936535,0.189725
"red",6,-0.877444,2.693094,-0.128641,0.952916,0.530389,-1.573825,0.538057,-0.734234,2.485277,-1.223179,0.340310,0.605542
"red",6,-0.877444,4.195976,0.686387,1.691444,2.362098,-1.350250,-0.211461,-0.598682,0.566881,-1.768050,0.399933,0.146881
"red",6,-0.877444,4.222813,0.822225,1.691444,2.362098,-1.406144,-0.211461,-0.598682,0.633033,-1.803203,0.519178,0.135233
"red",6,-0.877444,4.437511,0.278873,1.206026,0.835674,-1.350250,-0.273921,-0.734234,0.434578,-1.732897,0.876913,0.121922
"red",5,-0.877444,4.786394,0.075116,1.160952,-0.232824,2.003369,-0.024081,0.372768,0.169971,0.007174,1.711628,0.492882
"red",6,-0.877444,7.523787,1.229739,0.651263,1.293601,-0.176483,-1.148358,-0.689050,7.115887,-0.590426,1.473138,0.061484
"red",6,-0.835346,0.948676,-1.487020,1.015327,1.064637,-1.517931,0.538057,-0.779417,0.765336,-1.803203,2.039552,0.281393
"red",6,-0.821313,1.002351,-0.875749,0.904374,0.148782,-0.623633,-0.398840,0.033890,-0.094635,-0.291626,2.635777,0.048531
"red",6,-0.793248,0.197235,-1.622858,0.349611,-0.309145,-0.679526,0.475597,-0.643866,0.765336,-1.346215,0.757668,0.349865
"red",5,-0.793248,0.304584,-2.166210,0.824627,-0.156502,-1.294357,1.599874,-0.576091,0.169971,-1.662592,2.755022,0.251829
"red",4,-0.793248,0.358258,1.161820,1.240699,4.041165,-0.232377,-1.085898,-0.124253,0.236123,-1.152874,0.698045,0.547509
"red",4,-0.793248,0.358258,1.161820,1.587426,2.514741,-0.903101,0.475597,-0.666458,0.169971,-1.188027,1.473138,0.050004
"red",5,-0.793248,0.358258,1.705172,0.893972,2.285777,-1.462038,-1.148358,-0.372764,0.633033,-1.838356,0.459555,0.409591
"red",6,-0.793248,0.385095,-0.943668,1.070803,-0.003860,-1.014888,1.849713,-0.666458,1.228397,-1.469250,0.936535,0.440507
"red",4,-0.793248,0.438770,1.093901,0.928645,0.225104,-0.455952,0.600517,-0.553499,1.096094,-0.537697,0.221065,0.547386
"red",6,-0.793248,0.465607,-1.690777,0.963318,-0.003860,-1.406144,0.600517,-0.824601,1.823761,-1.662592,1.055780,0.155752
"red",5,-0.793248,0.465607,-1.622858,0.266397,-0.309145,0.550134,-0.648679,-0.734234,-0.293090,-0.889226,0.817290,0.729435
"red",5,-0.793248,0.465607,-1.554939,0.283733,-0.309145,-1.462038,0.975276,-0.734234,-0.557696,-1.574709,2.904078,0.709445
"red",4,-0.793248,0.492444,-1.826615,0.568049,1.217280,-1.406144,0.475597,-0.734234,-0.623848,-1.680168,3.649360,0.186449
"red",5,-0.793248,0.519281,-2.098291,0.748347,0.530389,-1.294357,1.037735,-0.711642,0.037668,-1.451674,2.248231,0.102203
"red",6,-0.793248,0.519281,-1.758696,0.928645,-0.003860,-1.182569,0.850356,-0.779417,1.096094,-1.539556,1.353893,0.263179
"red",6,-0.793248,0.519281,0.346792,0.997990,0.835674,-1.238463,0.225758,-0.824601,1.096094,-1.609862,-0.494405,0.240913
"red",5,-0.793248,0.546119,1.841009,1.691444,2.133135,-1.517931,-0.149001,-0.643866,1.625306,-1.750474,-0.136670,0.384319
"red",6,-0.793248,0.572956,-0.671992,0.783020,0.683031,0.158878,0.225758,-0.643866,-0.491544,-0.449814,1.115403,0.446642
"red",6,-0.793248,0.599793,-1.147425,0.928645,0.835674,-0.735420,0.538057,-0.711642,0.037668,-1.275909,1.890496,0.141378
"red",5,-0.793248,0.599793,-0.671992,1.067336,1.446243,-1.014888,-0.273921,-0.643866,-0.160786,-1.170450,2.576154,0.142237
"red",5,-0.793248,0.680304,-1.894534,1.067336,0.911995,-1.126676,-0.024081,-0.689050,-0.623848,-1.627439,1.294270,0.020314
"red",5,-0.793248,0.707142,-1.758696,1.396726,-0.080181,-1.238463,2.786610,-0.689050,1.294548,-1.504403,1.711628,0.070293
"red",5,-0.793248,0.733979,-1.011587,1.268437,1.217280,-0.288271,0.038378,-0.485723,0.037668,0.270821,1.771251,0.315942
"red",4,-0.793248,0.868165,-2.166210,1.136681,0.759352,-0.958995,0.912816,-0.643866,-0.491544,-1.557133,2.605966,0.305621
"red",5,-0.793248,0.868165,1.161820,1.968825,3.888523,-1.406144,-0.211461,-0.643866,-0.623848,-1.768050,0.936535,0.358006
"red",5,-0.793248,0.895002,-1.962453,0.477900,0.301425,-1.294357,-0.149001,-0.689050,0.169971,-1.662592,3.619548,0.359863
"red",5,-0.793248,0.895002,-1.419101,0.685936,0.911995,-0.791314,-0.211461,-0.711642,1.889913,-0.906803,2.397287,0.359617
"red",6,-0.793248,0.921839,-0.536154,1.206026,0.301425,-1.238463,1.537414,-0.598682,0.831487,-1.346215,0.996158,0.679476
"red",5,-0.793248,0.948676,-1.962453,0.720609,0.072461,-1.126676,1.037735,-0.666458,-0.425393,-1.680168,2.933889,0.520593
"red",6,-0.793248,1.002351,-0.875749,0.904374,0.148782,-0.623633,-0.398840,0.033890,-0.094635,-0.291626,2.635777,0.287152
"red",5,-0.793248,1.029188,-2.166210,1.393259,0.683031,-1.406144,0.850356,-0.214620,-0.028483,-1.768050,2.844456,0.611419
"red",5,-0.793248,1.082862,-1.147425,1.816265,1.446243,-1.182569,0.350678,-0.417947,0.037668,-0.977109,1.890496,0.057406
"red",5,-0.793248,1.082862,-0.739911,1.483408,1.522565,-0.064696,0.350678,-0.530907,0.302275,-0.871650,1.711628,0.568797
"red",5,-0.793248,1.163374,-1.690777,0.547245,0.148782,-1.238463,0.475597,-0.734234,0.302275,-1.609862,1.771251,0.511668
"red",5,-0.793248,1.190211,-0.536154,1.483408,1.522565,-0.567739,0.225758,-0.395356,0.897639,-1.188027,1.473138,0.655909
"red",5,-0.793248,1.324397,0.482630,1.414062,2.667383,-1.238463,-2.085255,-0.643866,-0.226938,-1.451674,0.519178,0.449885
"red",5,-0.793248,1.861141,-0.060722,1.018794,1.140959,-0.344164,-0.773599,-0.576091,1.360700,-0.889226,0.698045,0.737523
"red",5,-0.793248,8.865647,2.316442,1.275372,1.751528,-1.014888,-0.336380,-0.621274,0.897639,-1.363791,1.234648,0.694095
"red",6,-0.709051,-0.258997,-0.739911,0.724076,-0.614430,-0.232377,1.537414,-0.643866,1.559155,-1.170450,0.101820,0.161587
"red",3,-0.709051,0.116724,-1.826615,0.876636,0.072461,-0.567739,0.538057,-0.666458,0.103820,-1.152874,3.798416,0.549901
"red",5,-0.709051,0.170398,-1.487020,0.443227,-0.309145,0.214772,1.162655,-0.756826,0.897639,-1.082568,1.473138,0.454521
"red",5,-0.709051,0.197235,-1.622858,0.346144,-0.385466,-0.679526,0.662977,-0.666458,0.699184,-1.416521,0.817290,0.100006
"red",5,-0.709051,0.224072,-2.166210,0.304537,1.140959,-0.344164,0.288218,-0.824601,0.103820,-1.434097,2.963701,0.157949
"red",5,-0.709051,0.385095,-0.739911,0.651263,0.301425,-1.294357,0.350678,-0.643866,0.103820,-1.521980,1.234648,0.035924
"red",5,-0.709051,0.465607,-1.079506,0.533376,-0.156502,-1.238463,0.912816,-0.666458,0.103820,-1.574709,1.860684,0.584116
"red",6,-0.709051,0.492444,-1.487020,0.446695,0.911995,-1.350250,-0.836059,-0.756826,-0.689999,-1.574709,0.280688,0.187769
"red",6,-0.709051,0.492444,-1.283263,0.477900,-0.156502,-0.847207,0.850356,-0.643866,0.368426,-1.398944,1.234648,0.518782
"red",5,-0.709051,0.492444,-0.468236,1.133214,1.369922,-1.182569,0.038378,-0.508315,0.236123,-0.186167,1.413515,0.347182
"red",6,-0.709051,0.546119,-0.943668,0.994523,1.293601,-0.847207,-0.149001,-0.576091,-0.425393,-1.170450,2.397287,0.288668
"red",5,-0.709051,0.572956,-1.962453,1.008392,-0.003860,-0.791314,1.912173,-0.621274,0.236123,-0.502544,1.890496,0.494529
"red",4,-0.709051,0.572956,-1.894534,1.206026,1.446243,-1.462038,0.413137,-0.779417,0.037668,-1.768050,2.516532,0.675878
"red",5,-0.709051,0.572956,-1.758696,1.018794,-0.003860,-0.735420,1.787253,-0.576091,-0.028483,-0.537697,1.652005,0.178245
"red",5,-0.709051,0.599793,1.229739,1.795462,1.827850,-0.120590,1.724793,-0.621274,0.236123,-0.766191,1.532760,0.559853
"red",5,-0.709051,0.626630,-2.166210,0.862767,-0.309145,-0.455952,1.100195,-0.711642,1.360700,-1.328638,1.950118,0.395448
"red",5,-0.709051,0.626630,-2.098291,0.800356,-0.232824,0.550134,1.100195,-0.711642,1.294548,-1.064991,1.413515,0.367775
"red",5,-0.709051,0.626630,-2.030372,0.249061,-0.385466,0.326559,-0.773599,-0.643866,-0.028483,-0.063132,0.817290,0.011149
"red",5,-0.709051,0.626630,0.007197,1.209493,0.606710,-0.232377,-0.024081,-0.576091,3.543702,0.130210,0.459555,0.112854
"red",5,-0.709051,0.680304,-0.060722,1.275372,0.301425,-0.400058,1.849713,-0.621274,0.765336,-0.766191,0.280688,0.551047
"red",6,-0.709051,0.680304,0.754306,0.887038,0.148782,-0.679526,0.662977,-0.553499,0.963790,-0.572850,0.161443,0.465018
"red",6,-0.709051,0.680304,2.044766,1.968825,4.728057,-1.350250,-0.398840,-0.553499,0.897639,-1.645015,-0.434782,0.453288
"red",4,-0.709051,0.733979,-2.166210,0.762216,0.225104,-1.350250,0.725436,-0.711642,-0.293090,-1.803203,2.456909,0.269904
"red",5,-0.709051,0.733979,-1.419101,0.436293,2.133135,-1.238463,-2.147715,-0.824601,-0.425393,-1.592286,2.069363,0.287449
"red",5,-0.709051,0.733979,1.161820,1.448735,1.369922,-0.511845,0.787896,-0.553499,0.236123,-0.695885,0.638423,0.175760
"red",5,-0.709051,0.814490,-0.264479,1.934152,1.675207,-0.679526,0.538057,-0.417947,-0.028483,-0.748615,1.622194,0.298161
"red",5,-0.709051,0.868165,-0.400317,0.637394,0.377746,-0.400058,0.225758,-0.711642,0.368426,0.569622,1.175025,0.077661
"red",6,-0.709051,0.895002,-1.690777,1.171354,0.148782,-1.070782,1.287575,-0.598682,1.493003,-1.363791,1.711628,0.495539
"red",5,-0.709051,0.895002,-0.400317,1.812798,1.598886,-0.288271,0.100838,-0.372764,0.566881,-0.484967,1.592383,0.435821
"red",5,-0.709051,0.921839,0.618468,1.206026,1.598886,-1.350250,0.350678,-0.689050,1.096094,-1.732897,-0.434782,0.513019
"red",5,-0.709051,1.002351,-2.030372,1.656771,-0.003860,-1.406144,2.786610,-0.621274,1.757609,-1.469250,1.830873,0.047567
"red",7,-0.709051,1.002351,0.143035,1.427931,1.980492,-1.126676,0.100838,-0.621274,0.434578,-1.223179,0.936535,0.375220
"red",5,-0.709051,1.029188,-0.604073,1.830134,1.446243,-0.958995,0.350678,-0.440539,0.368426,-1.346215,1.771251,0.067131
"red",5,-0.709051,1.109699,0.550549,2.107516,2.133135,-1.126676,1.599874,-0.485723,2.485277,-1.557133,-0.315537,0.690226
"red",5,-0.709051,1.136537,-2.166210,0.533376,-0.156502,-1.182569,0.725436,-0.711642,0.434578,-1.627439,2.039552,0.121302
"red",5,-0.709051,1.458583,1.705172,0.893972,1.293601,-0.232377,0.225758,-0.689050,-0.028483,-0.520120,-0.196292,0.366963
"red",6,-0.709051,1.539094,-2.166210,0.637394,-0.156502,-1.517931,0.787896,-0.711642,0.434578,-1.838356,2.069363,0.213588
"red",6,-0.709051,1.834304,1.093901,1.206026,2.667383,-0.847207,-1.210818,-0.666458,1.823761,-1.152874,0.340310,0.331882
"red",5,-0.624855,0.036212,0.414711,0.581918,0.759352,-1.126676,0.225758,-0.802009,1.360700,-1.504403,0.280688,0.162289
"red",6,-0.624855,0.089886,-2.098291,0.235191,-0.461787,-0.735420,1.100195,-0.802009,0.302275,-1.557133,0.936535,0.167119
"red",6,-0.624855,0.170398,1.161820,1.067336,2.591062,-0.679526,-0.523760,-0.643866,-0.160786,-1.311062,-0.196292,0.586679
"red",5,-0.624855,0.304584,-1.894534,0.900907,-0.080181,-0.623633,1.350035,-0.666458,0.897639,-1.539556,2.069363,0.080388
"red",6,-0.624855,0.331421,-0.739911,0.020221,0.377746,-1.462038,-0.398840,-0.802009,0.037668,-1.855933,1.353893,0.328584
"red",5,-0.624855,0.358258,-2.030372,0.235191,1.140959,0.326559,-0.149001,-0.869785,0.302275,-1.170450,2.844456,0.296989
"red",5,-0.624855,0.358258,-1.758696,-0.111535,-0.080181,-1.406144,-0.336380,-0.847193,-0.359241,-1.803203,1.652005,0.631274
"red",8,-0.624855,0.411933,2.723956,1.448735,4.117487,-1.350250,-2.147715,-0.643866,1.889913,-1.504403,-0.196292,0.266983
"red",5,-0.624855,0.438770,-0.400317,0.554180,0.225104,-0.344164,0.475597,-0.711642,-0.028483,-0.467391,1.592383,0.113507
"red",5,-0.624855,0.465607,-2.098291,1.025728,0.148782,-0.958995,1.599874,-0.689050,0.765336,-1.346215,1.592383,0.077249
"red",6,-0.624855,0.465607,-1.758696,0.564582,0.377746,-1.182569,0.787896,-0.756826,-0.359241,-1.328638,1.115403,0.559214
"red",6,-0.624855,0.465607,-0.468236,0.997990,-0.614430,-0.511845,2.162012,-0.711642,0.566881,-1.152874,0.161443,0.110525
"red",5,-0.624855,0.465607,-0.196560,0.436293,-0.767072,0.102985,0.662977,-0.666458,0.566881,-0.291626,0.698045,0.293518
"red",6,-0.624855,0.492444,1.637253,1.206026,3.048989,-0.735420,-0.398840,-0.711642,0.302275,-0.959532,-0.375160,0.404376
"red",5,-0.624855,0.519281,-1.962453,1.015327,-0.080181,-0.511845,1.724793,-0.553499,0.434578,-0.397085,1.055780,0.700310
"red",5,-0.624855,0.546119,-2.098291,0.165846,0.454067,-1.517931,-0.398840,-0.779417,-0.491544,-1.680168,1.115403,0.537519
"red",5,-0.624855,0.546119,-2.098291,1.018794,-0.080181,-0.567739,2.037092,-0.576091,0.368426,-0.520120,1.473138,0.221182
"red",5,-0.624855,0.546119,-1.215344,0.616591,0.225104,-0.176483,0.350678,-0.643866,0.368426,-0.959532,1.413515,0.671527
"red",5,-0.624855,0.572956,-2.030372,0.900907,-0.232824,-0.679526,1.100195,-0.711642,1.426852,-1.486827,1.711628,0.171402
"red",5,-0.624855,0.572956,-0.943668,0.644329,0.072461,-0.847207,0.538057,-0.598682,0.037668,-0.959532,1.443327,0.745230
"red",5,-0.624855,0.599793,-1.758696,0.755281,0.301425,-1.406144,1.037735,-0.576091,0.169971,-1.838356,3.321436,0.277040
"red",6,-0.624855,0.599793,0.007197,0.706740,0.606710,-0.791314,0.288218,-0.666458,-0.226938,-0.713462,2.546343,0.749519
"red",6,-0.624855,0.626630,-1.962453,1.015327,-0.003860,-0.735420,1.912173,-0.643866,0.302275,-0.467391,1.711628,0.113676
"red",5,-0.624855,0.626630,-0.739911,0.821160,-0.614430,-1.014888,2.224472,-0.779417,0.831487,-1.451674,1.711628,0.154925
"red",5,-0.624855,0.653467,-0.739911,0.821160,-0.614430,-0.903101,2.286932,-0.734234,0.831487,-1.469250,1.771251,0.482203
"red",5,-0.624855,0.653467,0.414711,0.949448,1.980492,0.214772,-0.461300,-0.576091,0.302275,-0.854073,0.638423,0.641286
"red",7,-0.624855,0.680304,1.501415,1.795462,4.041165,-1.014888,-0.711139,-0.621274,5.462098,-1.504403,-0.375160,0.060161
"red",6,-0.624855,0.707142,-0.400317,0.568049,0.148782,-0.735420,0.413137,-0.666458,0.169971,-0.414661,1.532760,0.266810
"red",5,-0.624855,0.733979,-2.166210,0.706740,0.683031,-1.126676,0.163298,-0.643866,-0.226938,-1.469250,3.142568,0.196003
"red",5,-0.624855,0.733979,-1.554939,0.651263,0.911995,-1.070782,-0.461300,-0.643866,0.831487,-0.115861,1.652005,0.663300
"red",5,-0.624855,0.760816,-1.487020,0.651263,0.911995,-0.903101,-0.461300,-0.643866,0.831487,-0.063132,1.532760,0.089597
"red",5,-0.624855,0.814490,-0.536154,1.830134,1.522565,-1.014888,1.599874,-0.553499,0.037668,-0.379508,3.440681,0.009908
"red",6,-0.624855,0.841328,2.316442,2.246206,4.117487,-1.126676,-0.336380,-0.553499,0.963790,-1.293485,0.221065,0.721771
"red",5,-0.624855,0.868165,-1.215344,1.344717,1.369922,-1.182569,1.037735,-0.553499,0.633033,-1.609862,2.844456,0.356132
"red",4,-0.624855,1.056025,-2.166210,1.986161,0.683031,-0.232377,2.349392,-0.395356,1.228397,-0.941956,3.142568,0.130830
"red",5,-0.624855,1.136537,1.161820,1.171354,0.759352,0.941390,0.975276,-0.621274,3.014489,0.323551,0.280688,0.540421
"red",6,-0.624855,1.217048,-1.487020,0.391218,0.377746,-0.120590,-0.898519,-0.734234,-0.293090,-0.098285,1.413515,0.519764
